s/n,sample_index,sentence,pred_pair_index,pred_cause,pred_effect,pred_causality,pred_sententiality,best_gold_pair_index,gold_cause,gold_effect,gold_causality,gold_sententiality,exact_match,soft_token_overlap_match,soft_pair_score,pred_causality_norm,gold_causality_norm,pred_sententiality_norm,gold_sententiality_norm
28660,1799,"The presence of a passenger reduces a driver's frontal crash fatality risk but increases the risk to the driver of the other car. The findings are applicable to some single-car crashes, in which the driver risk decrease is not offset by any increase in harm to others. When all cars carry the same additional cargo, total population risk is reduced",1,presence of a passenger,increases the risk to the driver of the other car,Explicit,Intra,1,The presence of a passenger,increases the risk to the driver of the other car,Implicit,Intra,1,1,1.0,Explicit,Implicit,Intra,Intra
28660,1799,"The presence of a passenger reduces a driver's frontal crash fatality risk but increases the risk to the driver of the other car. The findings are applicable to some single-car crashes, in which the driver risk decrease is not offset by any increase in harm to others. When all cars carry the same additional cargo, total population risk is reduced",2,all cars carry the same additional cargo,total population risk is reduced,Explicit,Intra,2,all cars carry the same additional cargo,total population risk is reduced,Implicit,Intra,1,1,1.0,Explicit,Implicit,Intra,Intra
24565,1800,"Among the oldest-old, opposite causal associations of BMI and WC with mortality were observed, and a body figure with higher BMI and lower WC could substantially decrease the mortality risk. Guidelines for the weight management should be cautiously designed and implemented among the oldest-old people, considering distinct roles of BMI and WC",0,higher BMI and lower WC,substantially decrease the mortality risk,Implicit,Intra,0,higher bmi among the old,decreased mortality risk,implicit,intra,0,1,0.45000000000000007,Implicit,Implicit,Intra,Intra
5856,1802,"The findings demonstrate a variety of patterns of causality in alcohol consumption and anxiety prevalence in a one-way causal relationship across specific continents, a bidirectional relationship in others, and no apparent causal relationship in several countries",0,alcohol consumption,anxiety prevalence,Implicit,Intra,0,alcohol consumption,anxiety prevalence,Implicit,Intra,1,1,1.0,Implicit,Implicit,Intra,Intra
924,1803,This study demonstrates the acquisition of inter-sentential language patterns for causality detection from online psychiatric texts. Such semantically more complete and precise features can improve causality detection performance,0,acquisition of inter-sentential language patterns for causality detection,improve causality detection performance,Implicit,Inter,0,the acquisition of inter-sentential language patterns for causality detection from online psychiatric texts,improve causality detection performance,Implicit,Inter,0,1,0.9,Implicit,Implicit,Inter,Inter
25181,1804,"MR findings support the independent causal roles of circulating factors in CRC, which might provide a deeper insight into early detection of CRC and supply potential preventative strategies",0,circulating factors,independent causal roles in CRC,Implicit,Intra,0,circulating factors,CRC,Explicit,Intra,0,1,0.6666666666666667,Implicit,Explicit,Intra,Intra
25181,1804,"MR findings support the independent causal roles of circulating factors in CRC, which might provide a deeper insight into early detection of CRC and supply potential preventative strategies",1,MR findings supporting the independent causal roles of circulating factors in CRC,provide a deeper insight into early detection of CRC,Implicit,Inter,0,circulating factors,CRC,Explicit,Intra,0,1,0.24285714285714283,Implicit,Explicit,Inter,Intra
25181,1804,"MR findings support the independent causal roles of circulating factors in CRC, which might provide a deeper insight into early detection of CRC and supply potential preventative strategies",2,MR findings supporting the independent causal roles of circulating factors in CRC,supply potential preventative strategies,Implicit,Inter,0,circulating factors,CRC,Explicit,Intra,0,1,0.14285714285714285,Implicit,Explicit,Inter,Intra
17901,1805,The current findings revealed a causal effect of BMI on increasing serum UA and highlighted the mediating role of UA in the BMI-breast cancer relationship. Controlling the serum level of UA among overweight postmenopausal women may help to decrease their incident risk of breast cancer,0,BMI,increasing serum UA,Explicit,Intra,0,BMI,increasing serum UA,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
17901,1805,The current findings revealed a causal effect of BMI on increasing serum UA and highlighted the mediating role of UA in the BMI-breast cancer relationship. Controlling the serum level of UA among overweight postmenopausal women may help to decrease their incident risk of breast cancer,1,UA,BMI-breast cancer relationship,Implicit,Intra,0,BMI,increasing serum UA,Explicit,Intra,0,0,0.0,Implicit,Explicit,Intra,Intra
17901,1805,The current findings revealed a causal effect of BMI on increasing serum UA and highlighted the mediating role of UA in the BMI-breast cancer relationship. Controlling the serum level of UA among overweight postmenopausal women may help to decrease their incident risk of breast cancer,2,Controlling the serum level of UA,decrease incident risk of breast cancer,Implicit,Intra,0,BMI,increasing serum UA,Explicit,Intra,0,0,0.0,Implicit,Explicit,Intra,Intra
27269,1807,"Loneliness in older adults, exacerbated by widowhood, is a significant public health concern. While widowhood can lead to changes in living arrangements, its impact on loneliness may vary across cultural contexts. In Western societies, widowhood often results in older adults living alone, which can intensify feelings of loneliness. However, in China, the cultural norm of filial piety and multigenerational households may lead to different outcomes. As few studies have explored this connection over time, this research seeks to bridge this gap using data from older Chinese adults",0,widowhood,changes in living arrangements,Explicit,Intra,0,widowhood,changes in living arrangements,Implicit,Intra,1,1,1.0,Explicit,Implicit,Intra,Intra
27269,1807,"Loneliness in older adults, exacerbated by widowhood, is a significant public health concern. While widowhood can lead to changes in living arrangements, its impact on loneliness may vary across cultural contexts. In Western societies, widowhood often results in older adults living alone, which can intensify feelings of loneliness. However, in China, the cultural norm of filial piety and multigenerational households may lead to different outcomes. As few studies have explored this connection over time, this research seeks to bridge this gap using data from older Chinese adults",1,living alone,intensified feelings of loneliness,Explicit,Intra,2,older adults living alone,intensifies feelings of loneliness,Implicit,Intra,0,1,0.7083333333333333,Explicit,Implicit,Intra,Intra
2415,1808,"Cataracts are often considered to be an unavoidable consequence of aging. Oxidative damage is a major cause or consequence of cortical and nuclear cataracts, the most common types of age-related cataracts",0,aging,cataracts,Implicit,Intra,0,Oxidative damage,cortical  cataracts,Explicit,Intra,0,1,0.3333333333333333,Implicit,Explicit,Intra,Intra
2415,1808,"Cataracts are often considered to be an unavoidable consequence of aging. Oxidative damage is a major cause or consequence of cortical and nuclear cataracts, the most common types of age-related cataracts",1,oxidative damage,cortical and nuclear cataracts,Explicit,Intra,0,Oxidative damage,cortical  cataracts,Explicit,Intra,0,1,0.8333333333333333,Explicit,Explicit,Intra,Intra
5829,1809,"In summary, sarcopenia had a significant causal influence on GDM, while GDM did not causally affect sarcopenia",0,sarcopenia,GDM,Explicit,Intra,0,sarcopenia,GDM,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
26186,1810,The findings from univariable and multivariable Mendelian randomization studies substantiate the causal relationships between trace elements and nutrients and different subtypes of diabetes and their complications. These findings hold significant clinical implications for developing targeted prevention and treatment strategies for diabetes and its complications,0,trace elements and nutrients,different subtypes of diabetes and their complications,Implicit,Intra,0,trace elements and nutrients,different subtypes of diabetes and their complications,Explicit,Intra,1,1,1.0,Implicit,Explicit,Intra,Intra
16190,1811,"Cigarette advertising is a causal agent of smoking uptake among young people. Although prior research links ad receptivity to tobacco product interest and use, little is known regarding the specific advertising tactics associated with increased product appeal among young people",0,cigarette advertising,smoking uptake among young people,Explicit,Intra,0,cigarette Advertising,smoking uptake among young people,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
16190,1811,"Cigarette advertising is a causal agent of smoking uptake among young people. Although prior research links ad receptivity to tobacco product interest and use, little is known regarding the specific advertising tactics associated with increased product appeal among young people",1,ad receptivity,tobacco product interest,Implicit,Intra,0,cigarette Advertising,smoking uptake among young people,Explicit,Intra,0,0,0.0,Implicit,Explicit,Intra,Intra
16190,1811,"Cigarette advertising is a causal agent of smoking uptake among young people. Although prior research links ad receptivity to tobacco product interest and use, little is known regarding the specific advertising tactics associated with increased product appeal among young people",2,ad receptivity,tobacco product use,Implicit,Intra,0,cigarette Advertising,smoking uptake among young people,Explicit,Intra,0,0,0.0,Implicit,Explicit,Intra,Intra
4974,1812,"This comprehensive MR analysis provides evidence of a significant causal relationship between characteristics associated with sarcopenia, including low hand grip strength, muscle mass, fat mass, and physical performance, and the risk of OSA. These findings underscore the importance of addressing sarcopenia-related factors in the management and prevention of OSA",0,"characteristics associated with sarcopenia, including low hand grip strength, muscle mass, fat mass, and physical performance",risk of OSA,Explicit,Intra,0,characteristics associated with sarcopenia,Risk of OSA,Explicit,Intra,0,1,0.65,Explicit,Explicit,Intra,Intra
12790,1813,"This study provides new population-level, causal evidence that corroborates consistent findings in the epidemiologic literature on the link between short sleep duration and increased body weight",0,short sleep duration,increased body weight,Implicit,Intra,0,short sleep duration,increased body weight,Explicit,Intra,1,1,1.0,Implicit,Explicit,Intra,Intra
24919,1814,This comprehensive MR study provides preliminary evidence for the causal impact of mobile phone use and television watching on the risk of migraines. Further studies are needed to explore these associations across different populations,0,mobile phone use,risk of migraines,Explicit,Intra,0,Mobile phone use,Risk of migraines,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
24919,1814,This comprehensive MR study provides preliminary evidence for the causal impact of mobile phone use and television watching on the risk of migraines. Further studies are needed to explore these associations across different populations,1,television watching,risk of migraines,Explicit,Intra,1,Television watching,Risk of migraines,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
28506,1815,"Occlusion was not recognized because the filter was hidden under the drapes and below the patient's head. To reduce the frequency of this event, we recommend that filters should be visible, placed above the level of the patient's body, or mounted on the expiratory circuit, at a distance from patient's airway",0,filter was hidden under the drapes and below the patient's head,occlusion was not recognized,Implicit,Intra,1,filter was hidden below the patient's head,Occlusion was not recognized,Explicit,Intra,0,1,0.8888888888888888,Implicit,Explicit,Intra,Intra
28506,1815,"Occlusion was not recognized because the filter was hidden under the drapes and below the patient's head. To reduce the frequency of this event, we recommend that filters should be visible, placed above the level of the patient's body, or mounted on the expiratory circuit, at a distance from patient's airway",1,"filters should be visible, placed above the level of the patient's body, or mounted on the expiratory circuit, at a distance from patient's airway",reduce the frequency of this event,Explicit,Inter,1,filter was hidden below the patient's head,Occlusion was not recognized,Explicit,Intra,0,1,0.06451612903225806,Explicit,Explicit,Inter,Intra
4867,1817,"People with skin disease suffer due to disease-related physical symptoms, as well as due to significant psychosocial burden. A major contributor of this burden is the experience of stigmatization. Research indicates that people with visible skin diseases deal with both social stigma and self-stigma",0,skin disease,disease-related physical symptoms,Explicit,Intra,0,disease-related physical symptoms,People with skin disease suffer,Explicit,Intra,0,0,0.0,Explicit,Explicit,Intra,Intra
4867,1817,"People with skin disease suffer due to disease-related physical symptoms, as well as due to significant psychosocial burden. A major contributor of this burden is the experience of stigmatization. Research indicates that people with visible skin diseases deal with both social stigma and self-stigma",1,skin disease,significant psychosocial burden,Explicit,Intra,0,disease-related physical symptoms,People with skin disease suffer,Explicit,Intra,0,0,0.0,Explicit,Explicit,Intra,Intra
4867,1817,"People with skin disease suffer due to disease-related physical symptoms, as well as due to significant psychosocial burden. A major contributor of this burden is the experience of stigmatization. Research indicates that people with visible skin diseases deal with both social stigma and self-stigma",2,experience of stigmatization,major contributor of psychosocial burden,Implicit,Inter,0,disease-related physical symptoms,People with skin disease suffer,Explicit,Intra,0,0,0.0,Implicit,Explicit,Inter,Intra
4867,1817,"People with skin disease suffer due to disease-related physical symptoms, as well as due to significant psychosocial burden. A major contributor of this burden is the experience of stigmatization. Research indicates that people with visible skin diseases deal with both social stigma and self-stigma",3,visible skin diseases,social stigma,Implicit,Inter,0,disease-related physical symptoms,People with skin disease suffer,Explicit,Intra,0,0,0.0,Implicit,Explicit,Inter,Intra
4867,1817,"People with skin disease suffer due to disease-related physical symptoms, as well as due to significant psychosocial burden. A major contributor of this burden is the experience of stigmatization. Research indicates that people with visible skin diseases deal with both social stigma and self-stigma",4,visible skin diseases,self-stigma,Implicit,Inter,0,disease-related physical symptoms,People with skin disease suffer,Explicit,Intra,0,0,0.0,Implicit,Explicit,Inter,Intra
17115,1819,Lower thyroid status leads to an unfavorable lipid profile and a somewhat increased cardiovascular disease risk,0,Lower thyroid status,unfavorable lipid profile,Explicit,Intra,0,Lower thyroid status,unfavorable lipid profile,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
17115,1819,Lower thyroid status leads to an unfavorable lipid profile and a somewhat increased cardiovascular disease risk,1,Lower thyroid status,somewhat increased cardiovascular disease risk,Explicit,Intra,1,Lower thyroid status,somewhat increased cardiovascular disease risk,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
5992,1824,"This investigation established that MetS causally elevates the risk of certain female reproductive diseases and identified plasma metabolites that influence these conditions. These findings enhance the understanding of the etiological pathways involved in MetS and reproductive disorders, highlighting plasma metabolites as potential biomarkers or therapeutic targets",0,MetS,risk of certain female reproductive diseases,Explicit,Intra,0,MetS,elevates the risk of certain female reproductive diseases,Explicit,Intra,0,1,0.9285714285714286,Explicit,Explicit,Intra,Intra
5992,1824,"This investigation established that MetS causally elevates the risk of certain female reproductive diseases and identified plasma metabolites that influence these conditions. These findings enhance the understanding of the etiological pathways involved in MetS and reproductive disorders, highlighting plasma metabolites as potential biomarkers or therapeutic targets",1,plasma metabolites,influence these conditions,Implicit,Intra,0,MetS,elevates the risk of certain female reproductive diseases,Explicit,Intra,0,0,0.0,Implicit,Explicit,Intra,Intra
18736,1825,"Remote measurement technologies, such as smartphones and wearable devices, can improve treatment outcomes for depression through enhanced illness characterization and monitoring. However, little is known about digital outcomes that are clinically meaningful to patients and clinicians. Moreover, if these technologies are to be successfully implemented within treatment, stakeholders' views on the barriers to and facilitators of their implementation in treatment must be considered",0,"remote measurement technologies, such as smartphones and wearable devices",improve treatment outcomes for depression,Explicit,Intra,1,"Remote measurement technologies, such as smartphones and wearable devices",improve treatment outcomes for depression through monitoring,Implicit,Intra,0,1,0.9166666666666666,Explicit,Implicit,Intra,Intra
18736,1825,"Remote measurement technologies, such as smartphones and wearable devices, can improve treatment outcomes for depression through enhanced illness characterization and monitoring. However, little is known about digital outcomes that are clinically meaningful to patients and clinicians. Moreover, if these technologies are to be successfully implemented within treatment, stakeholders' views on the barriers to and facilitators of their implementation in treatment must be considered",1,enhanced illness characterization and monitoring,improve treatment outcomes for depression,Explicit,Intra,1,"Remote measurement technologies, such as smartphones and wearable devices",improve treatment outcomes for depression through monitoring,Implicit,Intra,0,1,0.488095238095238,Explicit,Implicit,Intra,Intra
15358,1826,"Sarcopenia is defined as muscle wasting, characterized by a progressive loss of muscle mass and function due to ageing. Diagnosis of sarcopenia typically involves both muscle imaging and the physical performance of people exhibiting signs of muscle weakness. Despite its worldwide prevalence, a molecular method for accurately diagnosing sarcopenia has not been established",0,ageing,progressive loss of muscle mass and function,Explicit,Intra,0,ageing,progressive loss of muscle mass,Implicit,Intra,0,1,0.9166666666666666,Explicit,Implicit,Intra,Intra
24562,1828,The results of this study provide direct evidence that there is a causal relationship between allopurinol and cerebral infarction and that allopurinol may increase the risk of cerebral infarction,0,allopurinol,cerebral infarction,Explicit,Intra,0,allopurinol,cerebral infarction,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
24562,1828,The results of this study provide direct evidence that there is a causal relationship between allopurinol and cerebral infarction and that allopurinol may increase the risk of cerebral infarction,1,allopurinol,increase the risk of cerebral infarction,Explicit,Intra,0,allopurinol,cerebral infarction,Explicit,Intra,0,1,0.75,Explicit,Explicit,Intra,Intra
26355,1829,"LDL-C levels had causal effects on IS, providing insights into the design of future interventions to reduce the burden of ischemic stroke",0,LDL-C levels,IS,Explicit,Intra,0,LDL-C levels,IS,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
27467,1830,Our findings provide compelling evidence for causal relationships between specific GM taxa and various diabetes complications. These insights contribute valuable knowledge for developing treatments targeting diabetes-related complications,0,specific GM taxa,diabetes complications,Explicit,Intra,0,specific GM taxa,various diabetes complications,Explicit,Intra,0,1,0.9,Explicit,Explicit,Intra,Intra
27467,1830,Our findings provide compelling evidence for causal relationships between specific GM taxa and various diabetes complications. These insights contribute valuable knowledge for developing treatments targeting diabetes-related complications,1,findings providing compelling evidence,development of treatments targeting diabetes-related complications,Implicit,Inter,0,specific GM taxa,various diabetes complications,Explicit,Intra,0,1,0.1111111111111111,Implicit,Explicit,Inter,Intra
6908,1831,"Medicaid coverage resulted in significantly higher rates of several common cancer screenings, especially among women, as well as better primary care connections and self-reported health outcomes. There was little evidence found that acquiring Medicaid increased the adoption of preventive health behaviors that might reduce cancer risk",0,Medicaid coverage,significantly higher rates of several common cancer screenings,Explicit,Intra,0,Medicaid coverage,significantly higher rates of several common cancer screenings,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
6908,1831,"Medicaid coverage resulted in significantly higher rates of several common cancer screenings, especially among women, as well as better primary care connections and self-reported health outcomes. There was little evidence found that acquiring Medicaid increased the adoption of preventive health behaviors that might reduce cancer risk",1,Medicaid coverage,better primary care connections,Explicit,Intra,1,Medicaid coverage,better primary care connections,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
6908,1831,"Medicaid coverage resulted in significantly higher rates of several common cancer screenings, especially among women, as well as better primary care connections and self-reported health outcomes. There was little evidence found that acquiring Medicaid increased the adoption of preventive health behaviors that might reduce cancer risk",2,Medicaid coverage,self-reported health outcomes,Explicit,Intra,2,Medicaid coverage,improved self-reported health outcomes,Explicit,Intra,0,1,0.9285714285714286,Explicit,Explicit,Intra,Intra
25082,1832,"Our findings provide a cause-and-effect relationship between the gut microbiota and PTMDD, contributing to our understanding of the microbiota-gut-brain axis and its role in neuropsychiatric disorder development after trauma. This information provides an opportunity for new treatment and prevention methods which are aimed at the gut-brain interaction",0,gut microbiota,PTMDD,Explicit,Intra,0,gut microbiota,PTMDD,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
25082,1832,"Our findings provide a cause-and-effect relationship between the gut microbiota and PTMDD, contributing to our understanding of the microbiota-gut-brain axis and its role in neuropsychiatric disorder development after trauma. This information provides an opportunity for new treatment and prevention methods which are aimed at the gut-brain interaction",1,microbiota-gut-brain axis,neuropsychiatric disorder development after trauma,Explicit,Intra,0,gut microbiota,PTMDD,Explicit,Intra,0,0,0.0,Explicit,Explicit,Intra,Intra
20259,1834,"Univariable MR analyses suggest bidirectional causal effects of physical activity and sedentary behavior with BMI. However, multivariable MR analyses that take years of schooling into account suggest that more MV physical activity causes a lower BMI, and a higher BMI causes more screen time, but not vice versa. In addition, more years of schooling causes higher levels of MV physical activity, less screen time, and lower BMI",0,more MV physical activity,lower BMI,Explicit,Intra,1,More MV physical activity,Lower BMI,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
20259,1834,"Univariable MR analyses suggest bidirectional causal effects of physical activity and sedentary behavior with BMI. However, multivariable MR analyses that take years of schooling into account suggest that more MV physical activity causes a lower BMI, and a higher BMI causes more screen time, but not vice versa. In addition, more years of schooling causes higher levels of MV physical activity, less screen time, and lower BMI",1,higher BMI,more screen time,Explicit,Intra,3,Higher BMI,more screen time,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
20259,1834,"Univariable MR analyses suggest bidirectional causal effects of physical activity and sedentary behavior with BMI. However, multivariable MR analyses that take years of schooling into account suggest that more MV physical activity causes a lower BMI, and a higher BMI causes more screen time, but not vice versa. In addition, more years of schooling causes higher levels of MV physical activity, less screen time, and lower BMI",2,more years of schooling,higher levels of MV physical activity,Explicit,Intra,0,more years of schooling,higher levels of MV physical activity,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
20259,1834,"Univariable MR analyses suggest bidirectional causal effects of physical activity and sedentary behavior with BMI. However, multivariable MR analyses that take years of schooling into account suggest that more MV physical activity causes a lower BMI, and a higher BMI causes more screen time, but not vice versa. In addition, more years of schooling causes higher levels of MV physical activity, less screen time, and lower BMI",3,more years of schooling,less screen time,Explicit,Intra,2,more years of schooling,less screen time,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
20259,1834,"Univariable MR analyses suggest bidirectional causal effects of physical activity and sedentary behavior with BMI. However, multivariable MR analyses that take years of schooling into account suggest that more MV physical activity causes a lower BMI, and a higher BMI causes more screen time, but not vice versa. In addition, more years of schooling causes higher levels of MV physical activity, less screen time, and lower BMI",4,more years of schooling,lower BMI,Explicit,Intra,4,more years of schooling,lower BMI,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
26850,1836,"This work provided new evidence for the causal effect of GM on DN occurrence and potential biomarkers for DN. The significant bacterial taxa in our study provided new insights for the 'gut-kidney' axis, as well as unconventional prevention and treatment strategies for DN",0,GM,DN occurrence,Explicit,Intra,0,GM,DN occurrence,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
26850,1836,"This work provided new evidence for the causal effect of GM on DN occurrence and potential biomarkers for DN. The significant bacterial taxa in our study provided new insights for the 'gut-kidney' axis, as well as unconventional prevention and treatment strategies for DN",1,significant bacterial taxa,'gut-kidney' axis insights,Implicit,Inter,0,GM,DN occurrence,Explicit,Intra,0,0,0.0,Implicit,Explicit,Inter,Intra
26850,1836,"This work provided new evidence for the causal effect of GM on DN occurrence and potential biomarkers for DN. The significant bacterial taxa in our study provided new insights for the 'gut-kidney' axis, as well as unconventional prevention and treatment strategies for DN",2,significant bacterial taxa,unconventional prevention and treatment strategies for DN,Implicit,Inter,1,GM,potential biomarkers for DN,Explicit,Intra,0,1,0.18181818181818182,Implicit,Explicit,Inter,Intra
23878,1837,"The potential benefits of IT for the well-being of older adults have been widely anticipated. However, findings regarding the impact of internet use on depressive symptoms are inconsistent. As a result of IT's exponential growth, internet skills have supplanted internet access as the source of the digital divide",0,IT's exponential growth,internet skills have supplanted internet access as the source of the digital divide,Implicit,Intra,0,IT's exponential growth,internet skills have supplanted internet access as the source of the digital divide,Explicit,Intra,1,1,1.0,Implicit,Explicit,Intra,Intra
18395,1838,"This study showed a positive causal relationship between hand grip strength and lumbar BMD, which is the most common site of osteoporotic fracture, but did not find a causal relationship between hand grip strength and BMD of heel, forearm, or femoral neck. No statistically significant effect of hand grip strength on fracture risk was observed. This study indicates variations in the abilities of hand grip strength trait to causally influence BMD at different skeleton sites. These results should be considered in further studies and public health measures on osteoporosis prevention strategies",0,hand grip strength,lumbar BMD,Explicit,Intra,0,Hand grip strength,increased lumbar BMD,Explicit,Intra,0,1,0.9,Explicit,Explicit,Intra,Intra
18395,1838,"This study showed a positive causal relationship between hand grip strength and lumbar BMD, which is the most common site of osteoporotic fracture, but did not find a causal relationship between hand grip strength and BMD of heel, forearm, or femoral neck. No statistically significant effect of hand grip strength on fracture risk was observed. This study indicates variations in the abilities of hand grip strength trait to causally influence BMD at different skeleton sites. These results should be considered in further studies and public health measures on osteoporosis prevention strategies",1,hand grip strength,fracture risk,Implicit,Inter,0,Hand grip strength,increased lumbar BMD,Explicit,Intra,0,1,0.5,Implicit,Explicit,Inter,Intra
1480,1839,"The effectiveness of SIT in patients with AR is not equally proven for all SIT administration forms and allergens. For SCIT and SLIT with grass pollen allergens short and medium-term effectiveness can be regarded as proven. These therapy forms should be used if the indication is appropriate and if no contraindications are present. Also SCIT and SLIT with other seasonal allergens such as tree pollen allergens can be an effective treatment option, but used with a certain restraint due to insufficient data especially in the case of SLIT. For SIT with house dust mite allergens and further perennial allergens no consistent proof of effectiveness are to be determined from the available information. Further research addressing non-grass pollen-associated SIT, allergen and manufacturer specific evaluations as well as asthma prevention is needed. Due to the lack of evidence the use of SIT can not be seen proven as cost effective. To provide such evidence further health economic studies with a long term follow-up are needed. The informed consent of the patients is an important ethical requirement within the use of SIT",0,SCIT and SLIT with grass pollen allergens,short and medium-term effectiveness,Implicit,Intra,0,Due to the lack of evidence,the use of SIT can not be seen proven as cost effective,Explicit,Intra,0,0,0.0,Implicit,Explicit,Intra,Intra
1480,1839,"The effectiveness of SIT in patients with AR is not equally proven for all SIT administration forms and allergens. For SCIT and SLIT with grass pollen allergens short and medium-term effectiveness can be regarded as proven. These therapy forms should be used if the indication is appropriate and if no contraindications are present. Also SCIT and SLIT with other seasonal allergens such as tree pollen allergens can be an effective treatment option, but used with a certain restraint due to insufficient data especially in the case of SLIT. For SIT with house dust mite allergens and further perennial allergens no consistent proof of effectiveness are to be determined from the available information. Further research addressing non-grass pollen-associated SIT, allergen and manufacturer specific evaluations as well as asthma prevention is needed. Due to the lack of evidence the use of SIT can not be seen proven as cost effective. To provide such evidence further health economic studies with a long term follow-up are needed. The informed consent of the patients is an important ethical requirement within the use of SIT",1,SCIT and SLIT with other seasonal allergens such as tree pollen allergens,effective treatment option,Implicit,Intra,0,Due to the lack of evidence,the use of SIT can not be seen proven as cost effective,Explicit,Intra,0,1,0.07142857142857144,Implicit,Explicit,Intra,Intra
1480,1839,"The effectiveness of SIT in patients with AR is not equally proven for all SIT administration forms and allergens. For SCIT and SLIT with grass pollen allergens short and medium-term effectiveness can be regarded as proven. These therapy forms should be used if the indication is appropriate and if no contraindications are present. Also SCIT and SLIT with other seasonal allergens such as tree pollen allergens can be an effective treatment option, but used with a certain restraint due to insufficient data especially in the case of SLIT. For SIT with house dust mite allergens and further perennial allergens no consistent proof of effectiveness are to be determined from the available information. Further research addressing non-grass pollen-associated SIT, allergen and manufacturer specific evaluations as well as asthma prevention is needed. Due to the lack of evidence the use of SIT can not be seen proven as cost effective. To provide such evidence further health economic studies with a long term follow-up are needed. The informed consent of the patients is an important ethical requirement within the use of SIT",2,lack of evidence,use of SIT cannot be seen proven as cost-effective,Explicit,Intra,0,Due to the lack of evidence,the use of SIT can not be seen proven as cost effective,Explicit,Intra,0,1,0.6833333333333333,Explicit,Explicit,Intra,Intra
1480,1839,"The effectiveness of SIT in patients with AR is not equally proven for all SIT administration forms and allergens. For SCIT and SLIT with grass pollen allergens short and medium-term effectiveness can be regarded as proven. These therapy forms should be used if the indication is appropriate and if no contraindications are present. Also SCIT and SLIT with other seasonal allergens such as tree pollen allergens can be an effective treatment option, but used with a certain restraint due to insufficient data especially in the case of SLIT. For SIT with house dust mite allergens and further perennial allergens no consistent proof of effectiveness are to be determined from the available information. Further research addressing non-grass pollen-associated SIT, allergen and manufacturer specific evaluations as well as asthma prevention is needed. Due to the lack of evidence the use of SIT can not be seen proven as cost effective. To provide such evidence further health economic studies with a long term follow-up are needed. The informed consent of the patients is an important ethical requirement within the use of SIT",3,informed consent of the patients,important ethical requirement within the use of SIT,Implicit,Intra,0,Due to the lack of evidence,the use of SIT can not be seen proven as cost effective,Explicit,Intra,0,1,0.3397129186602871,Implicit,Explicit,Intra,Intra
22465,1840,"Despite its perceived benign nature, fibromyalgia should be regarded as a severe condition due to its substantial long-term consequences. Participants reported a challenging experience with the doctor-patient relationship, marked by a strong sense of dependence and a lack of recognition. The care pathway for these patients appeared unsuitable and disorderly, potentially resulting in iatrogenic consequences. The management of patients with fibromyalgia should be enhanced and directed toward a patient-centered approach. The study provides practical recommendations regarding communication methods and patient care",0,perceived benign nature,regarded as a severe condition,Explicit,Intra,0,fibromyalgia substantial long-term consequences,fibromyalgia should be regarded as a severe condition,Explicit,Intra,0,1,0.38461538461538464,Explicit,Explicit,Intra,Intra
22465,1840,"Despite its perceived benign nature, fibromyalgia should be regarded as a severe condition due to its substantial long-term consequences. Participants reported a challenging experience with the doctor-patient relationship, marked by a strong sense of dependence and a lack of recognition. The care pathway for these patients appeared unsuitable and disorderly, potentially resulting in iatrogenic consequences. The management of patients with fibromyalgia should be enhanced and directed toward a patient-centered approach. The study provides practical recommendations regarding communication methods and patient care",1,substantial long-term consequences,regarded as a severe condition,Explicit,Intra,0,fibromyalgia substantial long-term consequences,fibromyalgia should be regarded as a severe condition,Explicit,Intra,0,1,0.8131868131868132,Explicit,Explicit,Intra,Intra
22465,1840,"Despite its perceived benign nature, fibromyalgia should be regarded as a severe condition due to its substantial long-term consequences. Participants reported a challenging experience with the doctor-patient relationship, marked by a strong sense of dependence and a lack of recognition. The care pathway for these patients appeared unsuitable and disorderly, potentially resulting in iatrogenic consequences. The management of patients with fibromyalgia should be enhanced and directed toward a patient-centered approach. The study provides practical recommendations regarding communication methods and patient care",2,unsuitable and disorderly care pathway,iatrogenic consequences,Explicit,Intra,0,fibromyalgia substantial long-term consequences,fibromyalgia should be regarded as a severe condition,Explicit,Intra,0,0,0.0,Explicit,Explicit,Intra,Intra
